"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Mexico","MEX","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","196413","224801","220180","245480","250020","259620","291500","356550","366650","354250","384528","422925","458147","477730","441879","497173","538670","578289","826585","1018607","1276487","1629058","1422637","1062998.8","1127538.9","1245082.3","1343933.7","1449654.74","1377858.48","1502265.7","1424798.91","1428316.89","1219951.55","1164897.58","1230374.77","1380514.38","1500081.46","1532954.36","1193289.23","1238927.53","1349763.4","1445866.5","1481136.88","1386469.05","1289156.43","1325083.51","1368538.3","1475194.49","1586975.66","1619392.83","1528282","1571660.63","1581200.21","1626418.14","1529367.57","1479562.95","1524467.29","1637380.51","1699290.21","1581126.75","1511892.56","1628652.14","","",
"Marshall Islands","MHL","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","100","150","150","160","160","200","200","220","320","400","395","380","300","329","488","388","375","2772","400","500","700","8261","36579","39857","38882","47884","57566","43957","61212","35026","46382.4","59800.53","93318.45","77090","80643","78727","89718","65224","70313","78363.2","101650.81","88202.61","95932.72","","",
"Middle income","MIC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","12335689.01","14575035","16868703","17257890","20468990","19277737","21279899.01","23454747","25029336","23957225","27276363","26076485","21285997","19984296","22006349","21081496","22215830","21566352.99","23118980.91","23162899.81","22492487.1","23360331.08","24778941.64","23565889.08","26175049.01","28080895.12","31263061.81","31758923.06","34524179.23","35151106.43","35671557.04","36856263.83","45756067.44","48074534.45","52635453.99","53195019.37","56135241.38","55702360.76","52351726.61","57140404.58","59882819.67","57269663","57769996.95","55879844.9","59609112.39","60294166.53","58888346.18","59724468.07","59918585.09","60124273.66","58761828.58","62894007.98","61041409.44","62450912.9","62072118.59","63804980.7","63538736.24","65267394","68025126.79","64901431.73","63480129.18","65092370.26","","",
"North Macedonia","MKD","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","195","164","196","208","78","130","131","135","208","128","148","162","213","271","147","177","166","222","236","268","249","334","282","350","122","87","140","399.5","472.88","514","","",
"Mali","MLI","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","80000","80000","90000","90000","90000","90000","110000","100000","106000","108000","110000","90000","80000","85000","75000","75000","75000","75000","75000","83586","88228","75564","73451","61289","54708","54178","61002","55701","55858","71825","70535","68749","68467","64300","62850","132900","111910","99550","98000","98536","109870","100000","100000","100000","100000","100000","100000","100000","100000","100000","100000","108134","71229","99353","80000","92480","102486","106221","90386","109362","117690","107100","","",
"Malta","MLT","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1219","1325","1322","1634","1420","1228","1312","1414","1228","1135","1212","1247","1247","1644","1546","1529","1571","1483","1079","1322","1078","942","1216","999","1226","2585","1168","1052","896","941","796","773","579","845","2365","4636","9199","1040","1180","1247","1074","902","1085","1138","1138","1406","1332","1235","1391","1641","1836","1920","2200.13","2355.77","2405.3","2563.39","3562.27","2163.62","2731.85","2491.86","2103.23","2502.89","","",
"Myanmar","MMR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","360000","360000","360000","360000","360000","360000","360000","380700","396100","413900","431670","441840","452300","462240","432510","483620","499830","516730","537470","561570","577220","591420","580950","583710","609740","643750","680718","680371","698874","726816","736731","726672","731544","739702","746241","751710","602280","780800","830650","920010","1093200","1187880","1284340","1343860","1586600","1732250","1823450","1907750","1907010","1892600","1961150","1975920","1962231","1919001","1970550","1970470","2072390","2155440","2036869","1951120","1977330","1665740","","",
"Middle East & North Africa (excluding high income)","MNA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","351678","372796","384268","390210","443471","432425","526461","465264","433488","445790","471277","449636","491569","636961","608853","557857","635712","622444","640513.9","706033.8","755739.1","786626.08","817201.64","912461.24","948127.88","1022561.99","1185739.55","1179584.05","1324857.65","1307083.32","1372183.06","1441189.55","1462317.81","1581652.32","1749635.47","1903365.68","1690236.21","1909054.51","1871398.7","1950634.48","2090657.93","2355156.99","2217242.97","2245293.72","2244778.57","2352687.61","2310263.94","2200756.82","2252313.88","2478745.61","2406181.91","2269334.44","2608919","2730155.18","2863249.42","2815799.84","2935380.12","2979273.2","3031634.52","3146343.5","3012206.05","3063120.46","","",
"Montenegro","MNE","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1524.8","1131","1680","1661.2","1345.4","1517.6","1390.6","1580.5","1556.4","1486.8","1595","1079.7","1292.8","1276","816.45","808","","",
"Mongolia","MNG","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","250","250","280","280","290","290","290","300","300","300","300","300","300","300","300","300","265","494","537","346","262","184","347","370","374","412","383","281","254","124","100","120","165","184","158","221","180","311","524","425","290","263","382","305","366","326","185","88","90","100","80","61","55","49","63","15","22","25","30","25","0","","",
"Northern Mariana Islands","MNP","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","100","150","150","150","150","200","200","200","200","200","150","150","150","150","150","150","150","150","150","145","143","143","98","245","345","241","311","218","227","258","175","133","153","147","178","193","249","264","255","192","336","406","296","172","169","214","221","219","168","192","129.66","98.46","106.53","158.12","146.14","103.17","98.84","118.58","114.29","97.27","102.37","189.21","","",
"Mozambique","MOZ","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","13400","12800","12800","13500","13900","16200","17300","17000","17700","19000","20100","22900","22900","26300","28660","25490","27900","26950","25940","28630","33850","40630","38180","40940","34947","36326","42678","39788","35433","30167","31182","29336","24390","23315","23662","27375","38226","41709","35453","38026","41530","36556","38185","87904","90588","83996","93882","92623","121655","150780","162555","195280.29","210695.71","222101","253023.54","286715.91","299752.24","329561.15","349425.64","401122.35","394952.42","373563.2","","",
"Mauritania","MRT","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","20000","22000","23000","23000","23000","25000","27000","30700","37000","43000","49570","58925","36291","33190","43697","33921","33834","37897","41467","24541","21598","58779","56288","81600","57676","66277","76614","88397","77666","76000","66000","67637","66054","59452","53746","56147","63324","74127","98043","104527","114456","140142","156131","199650","270733","304877","165312","223207","195328","216900","276238","372011","437709","387833","378339","403776","609754","794580","967706.75","720849.51","678425","860217.11","","",
"Mauritius","MUS","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","2500","2500","2800","2800","2800","3000","3000","3000","3300","4000","5400","5200","6600","6400","7679","7038","6660","7667","7108","6525","6348","7132","9780","9434","10346","12176","12849","17279","17117","16898","14098","18576","18861","20579","18145","16395","11869","14025","12093","12205","9615","10986","10706","10968","9971","9855","8681","8325","6871","7856","7366","7306","6352","7912.86","14656.97","15799.2","18215.37","24986.84","29341.48","34236.29","25989.69","30639.7","","",
"Malawi","MWI","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","13600","14300","19500","21700","21200","33900","32500","29300","32900","38200","47000","60000","70000","69300","70275","70986","74893","68186","67768","59953","65694","51319","58322","66863","64945","61892","72670","88393","78602","70554","73903","63506","69261","67951","58579","53664","63569","56340","41111","45392","50000","40619","41329","53543","56463","59595","72787","66500","70019","69325","98298","82415","125392","112248","116129","141643","152852","199455","221849","154922","171115.22","170560","","",
"Malaysia","MYS","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","147800","160100","179877","198200","192300","208500","246800","315100","353800","318800","307452","337219","326872","401900","473420","442196","481497","572564","629671","632290","614931","735722","675223","748723","735024.4","745432.4","770663.3","864581.57","828913.18","890140.09","956078.2","915076.79","1025978.76","1049044.14","1067894.49","1116462","1134254","1176342","1156948","1255929","1293397","1238860","1279653","1291121","1339771","1218264","1290377","1389534","1402330","1401503","1437456","1382880.85","1481361.21","1492620","1468726","1496053.98","1584371.02","1474370","1463031.39","1465095.14","1391044.75","1337230.57","","",
"North America","NAC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","3643190","3886384","4018650","3865394","3730487","3889901","3798181","3605306","3903989","3841139","4187696","4201366","3945509","3975344","3930839","3879625","4225967","4313222","4890523","5036716","5080765","5147488.08","5382052.04","5524940.11","6026842.24","6194523.52","6413489","7310146","7375848.96","7142061.33","7306400.44","6745395.16","6605856.38","6770820.74","6710035.56","6089994","5995766","6157572","5877718","6010503","5821508","6083789","6104728","6141077","6206410","6108117","6010755","5845779","5342329","5223060","5373083","6075257.33","5916060.23","5951102.36","5827702.53","5864606.5","5736410.43","5882590.29","5658631.15","5618028.12","5007758.88","5037356.64","","",
"Namibia","NAM","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","5000","5000","5000","5000","6500","6500","6500","6500","6550","7050","7850","8750","9050","9750","10250","10850","11650","12100","12900","13700","14923","32437","33395","21225","268272","209005","656382","790558","649374","570632","518764","514067","608728","580745","590674","548777","626068","638207","571199","553995","509585","413333","372822","378847","381929","413927.99","469395.93","485502.6","443881.6","509858","515657.1","501421.98","490194.21","467040.16","329670.13","410849.46","","",
"New Caledonia","NCL","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","400","400","800","1200","1000","1000","900","500","500","500","500","500","500","800","868","973","883","3042","2963","2629","3349","2448","3384","2958","3670","3358","4459","5243","3962","3230","4927","4309","3437","2904","3459","2894","3195.4","2562.7","3256.3","3250.1","3482.4","3499","3457.9","3552.5","3853","3467","3333","3704.7","3919","3862","4027","3993.48","3882.55","3907","4245","4654","3885","3694","3128.77","3737.23","3326.6","3304.96","","",
"Niger","NER","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","3400","4200","6000","9000","6300","5000","5000","3700","4300","3000","2400","5400","16400","16200","15050","9142","4715","7372","8783","8934","8892","8208","6840","3251","2991","1993","2337","2269","2479","4722","3318","3124","2456","2162","2516","3616","4156","6328","7013","11000","16250","20800","23560","55860","51466","50018","29835","29728","29960","29884","40000","53173","46500","45000","47000","27000","34592","25195","31042","40058","46000","47200","","",
"Nigeria","NGA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","56505","52837","62869","63703","82740","94376","107016","116155","116696","112237","152090","241303","242211","246186","252706","251640","255498","256849","258506","262971","255265","253849","263156","265470","257414","237461","266117","254806","268883","274609","308981","252340","301327","238409","266202","349482","337993","387923","463024","455628","441377","452146","481056","475162","465251","523182","552323","530420","601368","598210","616981","635486","668754","721355","759828","710331","734731","916283.97","878155","825013.25","783101.68","805210","","",
"Nicaragua","NIC","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","4000","4000","4000","5000","5000","5600","7000","8000","8700","9500","9800","9400","11200","13900","8689","10778","10513","13914","15900","9121","6996","5944","5000","4548","4339","4164","2465","4983","4654","4582","3088","5709","6683","7886","10653","9679","13720","13937","15184","19837","22519","20033","19558","15654","19668","28239","32198","27316","31312","37853","40978","33527","33783.99","40979.01","54364","41534","45022.99","50982","54553.99","51309.99","43466.54","55274.53","","",
"Netherlands","NLD","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","225800","260700","224700","271300","272300","266700","260600","228900","209700","217300","214800","225500","232100","230736","227142","238422","211669","203716","205951","226279","263460","370224","414496","442196","435742","438364","416381","412206","397246","421351","406242","407166","432971","461757","420052","438093","410798","451800","536625","514611","495774","518163","464036","526281","521636","555606","513079","487592","440291","386942","434419","370089.07","347264","327437","371367","384475","370249","500183","411714","320361.8","307176.11","299541","","",
"Norway","NOR","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1386242","1526110","1321110","1387712","1607390","2308641","2866895","3250563","2804048","2490563","2982617","3102485","3204036","3014959","2668746","2552937","3416921","3542408","2709374","2761041","2527793","2687298","2634880","2949720","2576309","2217619","2024215","2067226","1922054","1971978","1799942","2202684","2620116","2584737","2551184","2709144","2821618","3054740","3040985","2806076","2891791","2862152","2923116","2702012","2672699","2546500","2401781","2514659","2583895.25","2693500.41","2838470.07","2442576.51","2282646.45","2241396.58","2450364.12","2452205.1","2201293.54","2558757.47","2665068.3","2478585.84","2625367.78","2555512.43","","",
"Nepal","NPL","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1300","1500","1500","1500","1600","1600","1600","1800","1800","1900","1832","1982","2003","1886","1799","1985","2138","2189","2315","2308","2221","2154","2359","2429","2863","5811","5281","5281","6975","5686","5288","5281","5895","7418","7340","11230","11230","11230","12000","12752","16700","16700","17900","18888","19947","19983","20016","20100","21500","21500","21500","21500","21500","21500","21500","21500","21500","21000","21000","21000","21000","21000","","",
"Nauru","NRU","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","120","120","120","130","130","140","140","140","140","150","150","150","170","170","180","180","190","377","500","500","480","460","440","420","400","380","360","342","342","300","330","370","420","475","530","589","255","228","263","270","270","270","270","9155","33525","92388","120409","","",
"New Zealand","NZL","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","49489","50134","47215","48146","42657","46607","54118","59171","57851","49243","58803","64900","56168","64184","67502","63005","68979","77826","97889","117386","154365","167304","169149","195627","207998","202984","208170","240969","276804","316107","351703","386324","470251","433017","452590","556723","425441","648917","648029.1","600188","553459","569836","588649","550929","546072","545460.01","476798.01","494692.01","452534.33","439762.4","436593.37","430337.99","441930.24","444067.29","442371.72","433812.3","424940.96","431143.14","408010.8","412627.86","364964.03","343097.81","","",
"OECD members","OED","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","18229962","19545207","20134605","20383555.1","21158274.1","22670866.4","24214592.8","25132856","26301366","25350064","27056951","28230878","28105022","28802080","29516626","28902015","30978617","31012698","31840206.1","32588717.7","33604995.9","35346204.16","35225956.26","36224379.22","38581365.98","38308200.92","40075548.19","39956405.06","40658616.76","40523429.7","37581060.51","36389634.36","37964033.43","36875652.23","38185127.3","37659143.3","36629196.92","36347020.87","31595680.06","33007172.27","31823739.6","31641873.1","31315174.62","30015441.33","30691540.39","29631194.5","28893038.22","28519436.86","27650693.76","27097707.44","26427072.54","26700184.3","25464770.55","24896914.63","25387810.34","24877817.11","23204226.27","24844909.92","24741689.5","23734485.65","22539698.36","22412428.25","","",
"Oman","OMN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","55000","55000","60000","60000","60000","65000","70000","70000","70000","70000","92000","114000","136000","158000","180000","198850","197984","175000","152000","129000","106000","83650","89376","108766","105200","101180","96353","136140","165676","119224","119783","116454","109218","105772","118572","139861","121618","118995","106171","108809","120421","129907","142669","138481","165016","157326","147668","151744","151910","158551","163927","158566","191563","206169","211037","257022","279588","347539","554558","579186","793418.95","922083.32","","",
"Other small states","OSS","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","668521","772406","887674","839245","1031060","1271034","1323382","983454","689231","787588","841937","791120","832501","1028222","1060318","1102380","1125471","1511039","1700254","1780997","1655663","1594477","939049","999881.77","1716254","1871485","1842679.39","1842363","1982036","1725654","1983155.04","1472562.1","2577595","2894712","2591862","2584464","2986574","3164273","2746732","2805314","3074396","3044076","3397078","3176744","2912268","2867256","2428270.8","2325532","2170666","2047869.2","1998706.4","2058061.64","2405243.48","2375057.85","2039359.6","2392174.04","2190907.45","2324826.01","2421930.49","2174989.49","2002069.56","2103835.82","","",
"Pakistan","PAK","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","76047","74226","73567","84123","97088","107058","140002","138485","143037","158716","164324","162511","193162","202984","173282","177917","184432","234908","247916","253788","232897","267195","278530","326234","353661","384661","394643","407769","428087","427314","453787","491638","520641","587645","519193","508891","518782","574643","580088","640455","598743","540804","534670","499366","494829","449993","506473","453295","470665","459058","455514","457738.99","479974","484646.01","480123","509478.99","516356.02","536925.99","504810.01","488503","492783","496059","","",
"Panama","PAN","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","11000","11500","15300","14100","25900","39700","73100","72300","71900","36800","58890","78750","70156","114959","88762","116932","185334","239736","140067","166251","216631","144418","119023","166227","133507","290547","144731","162926","118674","182077","130299","164286","172900","185084","185609","203880","150607","162833","203456","122045","227596","276769","256302","230114","215374","264503","263606","222601","230648","239371","182079","171022.59","179657.06","199775.23","158967.95","145031.9","150081.86","147409.6","175655.8","232799.69","194447.24","177069.2","","",
"Peru","PER","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","3502700","5216500","6884300","6822000","9037700","7385400","8712500","10057700","10444400","9147500","12484200","10507100","4678282","2295681","4125826","3415158","4343363","2503377","3443075","3652262","2708773","2716951","3512981","1569049","3316913","4130750","5614057","4583668","6637153","6849480","6869174","6898233","7502785","9005020","11999387","8937755","9515355","7869871","4346073","8428601","10658577","7991712","8771365","6093924","9611945","9393488","7020925","7221330","7408317","6933455","4305975","8254957","4852760","5876493","3599053","4843860","3828751","4185193","7208637.48","4852821.39","5676965.48","6576171.02","","",
"Philippines","PHL","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","437596","437548","467367","528408","582491","649959","694517","737472","885729","865196","1001552","1017976","1121113","1203416","1260246","1337280","1235403","1343596","1366790","1346656","1382569","1425121","1495962","1663423.4","1602262","1569142.7","1626241.5","1667263.4","1680237.4","1763810.4","1851203","1926482","1923217","1862867","1873627","1888512","1817838","1835682","1869495","1894739","1920017","1961552","2045093","2184208","2235028","2293481","2341380.49","2520508","2550700","2513836","2502872","2220780","2206570.32","2201842.58","2249191.27","2153987","2027025.5","1889154.23","1821435.71","1830163.66","1914854.37","1842066.89","","",
"Palau","PLW","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","500","500","600","600","1866","3370","3386","4106","5756","5462","8882","2943","2319","3150","7608","7069","6136","4883","10602","6699","7516","10276","5053","1041","1037","1204","1132","1187","1268","1347","1075","1092","1499","1236.64","1085","1414.09","1068.45","911","951","960","1271","1084","1027","1047","1079","1430.9","967","1141.82","1168.2","1034","967","1000.2","905","887","864","848","818","3455","3887.61","4692.12","776","786","","",
"Papua New Guinea","PNG","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","12200","12200","13100","15200","15200","15800","15300","15400","15800","16500","15628","30668","27271","45600","50027","34774","50671","27555","52224","34488","44620","46509","17589","15387","17663","25921","25815","26072","26519","26090","26555","26090","26530","25936.69","26451.31","39421.66","38009.45","46448.43","78596.55","55875.37","110108.38","125263.88","141600.41","177328.56","242999.37","254573.49","253548.7","247890.15","222826.51","230659.72","226361.95","199876.33","257621.93","241601.04","257241.04","234978.77","322268.47","328086.47","333508.43","286923.94","217797.47","188664.47","","",
"Poland","POL","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","175911","176822","173016","217937","254341","287757","324613","328215","394282","394942","459628","507249","531014","565133","665636","786442","736485","646861","569398","589349","630783","608898","596400","722833","700369","658198","626401","651648","628026","539440","448292","428627","481775","395406","438032","429372","342793","348913","242010","235724","217682","225064","223440","180399","192108","155247","145479","151820","142496","223893","189722","198308","198385","214170","191598","205428","218115","226396","222704","211443","206390.3","201384.5","","",
"Pre-demographic dividend","PRE","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1044222","1054754","1142486","1157420","1369957","1339893","1480291","1521406","1636507","1810616","1888117","1944901","2261639","2232409","2185422","1984279","1926077","2057982","2008386","1982014","1969396","2000123","2012178","2115656","2186101","2186997","2337499","2457636","2540831.31","2616782.03","2799107.2","2592444.75","2759843.31","2712546.36","2668141.08","2919501.74","2948977.15","3085236.83","3111626.37","3228608.95","3422431.91","3443742.56","3434782.83","3652186.25","3879717.25","3984697.5","3846827.5","4125397.5","4151007.5","4302445","4472906.99","4798843.4","5016960.24","5187172.91","5247812","5241809.8","5618967.67","6389636.67","6445994.26","6483666.45","6218215.96","6708350.09","","",
"Puerto Rico","PRI","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","3100","3100","3300","3300","2900","2800","2500","2500","2200","2200","2100","2200","2100","2000","2000","2275","2663","2881","3197","3597","2557","1784","2202","2655","2354","1496","1327","1191","1611","1867","1949","2115","2046","2162","2583","3749","3043","3672","3785","3799","5454","5043","3237","3786","3342","3561","2806","2305","2423","2312","1180.03","1490.1","1881.76","1912.39","1810.39","1825.85","1851.46","1555.66","1640.93","1515.3","1579.69","1580","","",
"Korea, Dem. People's Rep.","PRK","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","299190","341100","347000","364900","361000","385000","412000","437000","449000","446000","385000","428000","468000","474000","550000","572000","630000","615000","946000","914000","853000","1046000","1057000","739000","752000","740000","773000","954000","732000","767000","478000","377000","363000","397398","371961","327083","253125","236462","228000","220000","212850","206500","205000","205000","205000","205000","205000","205000","205000","207000","217500","219000","213500","209000","226000","220000","209000","208700","207700","205200","202000","208070","","",
"Portugal","PRT","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","489781","517403","533385","558368","601929","566142","522863","583153","527556","480338","477581","453661","458300","492151","442442","387734","352501","313662","259480","250760","275522","268787","259099","253335","305246","321517","402853","386698","343260","331481","332692","330855","300482","295781","270130","267814","265434","227807","228792","212607","192120","194464","203418","212817","222556","221082","229837","256683","224446","199165","223546","216159","198737.99","196558.36","183664","190100.02","186545.01","182614.98","178270.01","185049.08","159947.96","179529.54","","",
"Paraguay","PRY","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","600","600","600","700","700","700","700","800","1000","1400","1800","2200","2500","2700","2700","2800","2900","3000","3100","3200","3300","3350","3400","3500","5000","7500","13000","10000","10000","11000","12490","12990","17925","19000","20000","21000","22000","28000","28000","28000","28000","25000","24200","23400","22600","21800","21000","20200","19400","18600","17800","17000","17000","17000","17000","17000","17000","17044.25","17110.55","16940.46","16975","17560","","",
"West Bank and Gaza","PSE","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1229","2493","3791","3625","3650","2623","1950","2379","1507","2951","1814","2323","2702","2843","1525","1699","1318","2091","1930","2854","3227","3306","3208","3201","3943","4661.9","4660.7","","",
"Pacific island small states","PSS","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","15200","15400","17500","18000","19766","21870","25686","26706","28656","28362","35182","34554","38524","38574","47395","44926","54382","52720","66590","81755","84796","92207","86886","105227.59","106879.74","112149","141368.79","141527.72","143061.07","147740.09","151076.13","184251.15","171454.92","168289.67","184485.3","202084.5","181323.9","216329.49","235405.2","270242.6","214663.34","210654.36","229127.55","311497.02","425496.96","444326.04","415693.66","431499.2","356632.9","362024.3","343112.69","365997.73","389303.99","379762.13","451603.51","516031.32","503945.46","483068","594552.85","742286.41","740150.29","754724.79","","",
"Post-demographic dividend","PST","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","16825893","17918933","18226492","18260862.1","18404859.1","20087084.4","20863615.8","22309449","23502134","22778881","24261268","25160695","25551699","26174985","26420099","25812066","27438753","27160189","26901339.1","26524821.7","27115158.9","27834850.16","28251420.26","29100622.02","30167723.89","29333686.98","30381647.38","30839766.58","31063198.54","30121258.3","28530634.3","27119540.07","27837852.76","26903248.72","26418894.44","25761425.17","25233984.76","25726100.5","24517456.01","23843992.03","23124507.44","23172889.72","22191567.28","21841990.32","21395981.09","21113933.08","20897480.05","20520827","20038563.18","19598874.11","19858236.84","19665448.78","18639946.58","18953901.86","19499621.02","19158503.07","18016150.18","18892056.79","18657988.87","17815746.95","17064738.82","16554286.7","","",
"French Polynesia","PYF","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","2600","2700","3000","2500","2500","1900","2100","2000","2100","2300","2300","2200","2400","2600","2386","2169","2826","2701","2991","2479","2741","2685","2658","2284","2867","2359","2232","2271","2794","3144","4216","3992","3775","7931","8519","8889","9631","11519.13","12410","12283","13894.32","15189","15287.89","13604","12306","11589","12778","13177","12284","13373.98","13043.73","12801.61","14343.18","14503.9","15277.83","14105.23","12813.62","12396.02","13043.04","13261.04","12180.01","13243.01","","",
"Qatar","QAT","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","800","800","1000","1000","1000","1300","1300","1500","1500","1500","1500","1500","2000","2200","2047","1989","2400","2433","2200","2200","2178","2604","2331","2114","3173","2484","1980","2678","3086","4374","5702","8136","7845","6994","5086","4271","4739","5032","5279","4397","7140","8864","7155","11295","11134","13935","16376","15190","17688","14064","13760","12985","11275","12006","16213.2","15201.8","14513.7","15358.6","14665.3","17130","15086.5","16554.5","","",
"Romania","ROU","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","24300","24400","19700","22600","19990","23731","22633","30666","26492","30597","43959","50252","55579","74218","95909","104308","89824","115559","102346","144536","138930","152997","191992","210427","187333","195223","223582","224188","216938","177550","92784","95473","70761","13819","22251","49275","18259","8446","9061","7843","7372","7609","6980","9890","5095","6053","6663","6183","5410","4020","2688","3254","3960","5218","6248","9307","12728","14998","11179","10927.4","7972.88","6350.6","","",
"Russian Federation","RUS","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5447574","4374849","3711635","4322374","4694422","4688734","4485264","4166960","4027370","3638827","3244064","3291224","2953369","3207876","3295920","3484225","3393966","3831957","4075796","4261516","4337952.79","4366230.92","4266059.01","4464131.46","4773470.53","4873829.59","5119477.13","4983420.15","5081017.06","5167703","","",
"Rwanda","RWA","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","500","500","500","500","700","700","700","800","800","800","900","900","800","1000","1368","1198","1008","1325","715","954","1200","955","1210","1212","786","906","1485","1630","1290","1472","2350","3503","3644","3500","3400","3300","2952","4428","6641","6433","6726","6828","7000","7400","7826","6816","7711","9186","11587","11552","13000","16994","18980","22390","25159","29334","25013","25000","23977","20910.2","29979","32094","","",
"South Asia","SAS","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","1606640.01","1459466","1529246","1603008","1953853","2004693","2074317.01","2101331","2286518","2372928","2555433","2663622","2554684","2875049","3129240","2938297","2857112","3019921.99","3017823.01","3027762.01","3094105","3109210","3024999","3202590.5","3511687.1","3479219.6","3614116.89","3504551","3675936","4096054","4239531","4386868","4453085.09","4831210.89","4996138.67","5010905.91","5255151.31","5416380.84","5307385.86","5600215.7","5763306.6","5839044","5877590","5894220.2","5620971.4","5933165.99","6305756","6308316","6637383","6851904","7433413","6960042.69","7504484.02","7314918.31","7716058.94","7615045.51","8029195.46","8530735.74","8365884.12","8491389.27","7629108.09","8051233.41","","",
"Saudi Arabia","SAU","Capture fisheries production (metric tons)","ER.FSH.CAPT.MT","10000","16200","18300","19600","17700","18600","20200","22100","21100","22000","21700","22300","23800","26400","23600","23000","23300","22800","24950","24460","24775","28570","31820","35300","38490","43696","45498","47748","45732","47150","40630","40289","45910","48022","54612","45692","47709","49395","51291","46700","49080","55331","57211","55440","55418","60421","65485","66221","68898","67664","65145","64481","65170","71946","68660","68130","75150","67921","50850","65477","57805","67459","","",
